onion;food;the bulb of an onion plant
orange;fruit, food;orange (fruit of an orange tree)
orange_juice;juice, drink;bottled or freshly squeezed juice of oranges
organ_(musical_instrument);musical_instrument;a free-reed instrument in which air is forced through the reeds by bellows
ostrich;bird, animal;fast-running african flightless bird with two-toed feet- largest living bird
otter;carnivore, mammal, animal;freshwater carnivorous mammal having webbed and clawed feet and dark brown fur
ottoman;furniture;a thick standalone cushion used as a seat or footrest, often next to a chair
oven;kitchen_appliance, home_appliance, kitchenware;kitchen appliance used for baking or roasting
overalls_(clothing);clothing;work clothing consisting of denim trousers usually with a bib and shoulder straps
owl_(bird);bird, animal;nocturnal bird of prey with hawk-like beak and claws and large head with front-facing eyes
oyster;shellfish, seafood, food, invertebrate, animal;marine mollusks having a rough irregular shell- found on the sea bed mostly in coastal waters
pacifier;;device used for an infant to suck or bite on
packet;container;a small package or bundle
pad;sports_equipment;mostly arm/knee pads labeled
paddle;oar, sports_equipment;a short light oar used without an oarlock to propel a canoe or small boat
padlock;;a detachable, portable lock
paintbrush;;a brush used as an applicator to apply paint
painting;;graphic art consisting of an artistic composition made by applying paints to a surface
pajamas;clothing;loose-fitting nightclothes worn for sleeping or lounging
palette;;board that provides a flat surface on which artists mix paints and the range of colors used
palm_tree;tree, plant;any plant of the family palmae having an unbranched trunk crowned by large pinnate or palmate leaves
pan_(for_cooking);kitchen_utensil, kitchenware;cooking utensil consisting of a wide metal vessel
pan_(metal_container);container;shallow container made of metal
pancake;food;a flat cake of thin batter fried on both sides on a griddle
panda;carnivore, mammal, animal, bear;large black-and-white herbivorous mammal of bamboo forests of china and tibet
pantyhose;tights_(clothing), clothing;a woman's tights consisting of underpants and stockings
papaya;fruit, food;large oval melon-like tropical fruit with yellowish flesh
paper_cutter;office_supplies;a cutting implement for cutting sheets of paper to the desired size
paper_plate;plate, tableware,kitchenware;a disposable plate made of cardboard
paper_towel;towel;a disposable towel made of absorbent paper
paperback_book;book;a book with paper covers
paperweight;;a weight used to hold down a stack of papers
parachute;sports_equipment;rescue equipment consisting of a device that fills with air and retards your fall
parakeet;parrot, bird, animal;any of numerous small slender long-tailed parrots
parasail_(sports);parachute;parachute that will lift a person up into the air when it is towed by a motorboat or a car
parasol;;a handheld collapsible source of shade
parchment;;a superior paper resembling sheepskin
parka;jacket, coat, clothing;a kind of heavy jacket (`windcheater' is a british term)
parking_meter;;a coin-operated timer located next to a parking space
parrot_(bird);bird, animal;usually brightly colored tropical birds with short hooked beaks and the ability to mimic sounds
passenger_car_(part_of_a_train);railcar_(part_of_a_train),  vehicle;a railcar where passengers ride
passenger_ship;watercraft, vehicle;a ship built to carry passengers
passport;;a document issued by a country to a citizen allowing that person to travel abroad and re-enter the home country
pasta;food;shaped and dried dough made from flour and water and sometimes egg
pastry;baked_goods, food;any of various baked foods made of dough or batter
patty_(food);food;small flat mass of chopped food
pea_(food);legume, food;seed of a pea plant used for food
peach;fruit, food;downy juicy fruit with sweet yellowish or whitish flesh
peanut_butter;condiment, food;a spread made from ground peanuts
pear;fruit, food;sweet juicy gritty-textured fruit available in many varieties
peeler_(tool_for_fruit_and_vegetables);kitchen_utensil, kitchenware;a device for peeling vegetables or fruits
pegboard;;a board perforated with regularly spaced holes into which pegs can be fitted
pelican;seabird, bird, animal;large long-winged warm-water seabird having a large bill with a distensible pouch for fish
pen;office_supplies;a writing implement with a point from which ink flows
pencil;office_supplies;a thin cylindrical pointed writing implement made of wood and graphite
pencil_case;office_supplies;a box for holding pencils
pencil_sharpener;sharpener, office_supplies;a rotary implement for sharpening the point on pencils
pendulum;;an apparatus consisting of an object mounted so that it swings freely under the influence of gravity
penguin;seabird, bird, animal;short-legged flightless birds of cold southern regions having webbed feet and wings modified as flippers
pennant;;a flag longer than it is wide (and often tapering)
penny_(coin);coin;a coin worth one-hundredth of the value of the basic unit
pepper;condiment, food;pungent seasoning from the berry of the common pepper plant- whole or ground
pepper_mill;;a mill for grinding pepper
perfume;cosmetics;a toiletry that emits and diffuses a fragrant odor
persimmon;fruit, food;orange fruit resembling a plum- edible when fully ripe
person;;a human being
personal_care;;personal care products
pet;animal;a domesticated animal kept for companionship or amusement
pew_(church_bench);bench, furniture;long bench with backs- used in church by the congregation
phonebook;book;a directory containing an alphabetical list of telephone subscribers and their telephone numbers
phonograph_record;;sound recording consisting of a typically black disk with a continuous groove
piano_(musical_instrument);musical_instrument;a keyboard instrument that is played by depressing keys that cause hammers to strike tuned strings and produce sounds
pickle;condiment, food;vegetables (especially cucumbers) preserved in brine or vinegar
pickup_truck;car, motor_vehicle,  vehicle;a light truck with an open body and low sides and a tailboard
picnic_basket;basket,container;covered baskets for carrying food and utensils
picture_frame;;a framework in which a picture is mounted
pie;pastry, baked_goods, food;dish baked in pastry-lined pan often with a pastry top
pig;mammal, animal;domestic swine
pigeon_(bird);bird, animal;wild and domesticated birds having a heavy body and short legs
piggy_bank;container;a child's coin bank (often shaped like a pig)
pillow;cushion;a cushion to support the head of a sleeping person
pin_(non_jewelry);;a small slender (often pointed) piece of wood or metal used to support or fasten or attach things
pineapple;fruit, food;large sweet fleshy tropical fruit with a tuft of stiff leaves
pinecone;plant;the seed-producing cone of a pine tree
ping_pong_ball;ball, sports_equipment;light hollow ball used in playing table tennis
pinwheel;toy;a toy consisting of vanes of colored paper or plastic that is pinned to a stick and spins when it is pointed into the wind
pipe;;a long tube made of metal or plastic that is used to carry water or oil or gas etc.
pipe_bowl;container;a small round container that is open at the top for holding tobacco
pirate_flag;flag;a flag usually bearing a white skull and crossbones on a black background
pita_(bread);bread, baked_goods, food;usually small round bread that can open into a pocket for filling
pitcher_(vessel_for_liquid); tableware, kitchenware;an open vessel with a handle and a spout for pouring
pitchfork;;a long-handled hand tool with sharp widely spaced prongs for lifting and pitching hay
pizza;food;italian open pie made of thin bread dough spread with a spiced mixture of e.g. tomato sauce and cheese
pizza_cutter;kitchen_utensil, kitchenware;tool for cutting pizza into slices
place_mat;pad;a mat placed on a table for an individual place setting
plant;;(botany) a living organism lacking the power of locomotion
plastic_bag;container;a bag made of paper or plastic for holding customer's purchases
plate;dish, tableware, kitchenware;dish on which food is served or from which food is eaten
platter;dish, plate, tableware, kitchenware;a large shallow dish used for serving food
playpen;;a portable enclosure in which babies may be left to play
pliers;tool;a gripping hand tool with two hinged arms and (usually) serrated jaws
plow_(farm_equipment);;a farm tool having one or more heavy blades to break the soil and cut a furrow prior to sowing
plumbing_fixture;;a fixture for the distribution and use of water in a building
plume;;a feather or cluster of feathers worn as an ornament
pocket_watch;watch, fashion_accessory;a watch that is carried in a small watch pocket
pocketknife;knife;a knife with a blade that folds into the handle- suitable for carrying in the pocket
poker_(fire_stirring_tool);;fire iron consisting of a metal rod with a handle- used to stir a fire
poker_chip;;a small disk-shaped counter used to represent money when gambling
polar_bear;bear, carnivore, mammal, animal;white bear of arctic regions
pole;;a long (usually round) rod of wood or metal or plastic
police_cruiser;car, motor_vehicle, land_vehicle,vehicle;a car in which policemen cruise the streets
polo_shirt;shirt, clothing;a shirt with short sleeves designed for comfort and casual wear
pomegranate;fruit, food;a round, thick-skinned fruit containing a mass of red seeds and a lot of juice
poncho;cloak, clothing;a blanket-like cloak with a hole in the center for the head
pony;horse, mammal, animal;any of various breeds of small gentle horses usually less than five feet high at the shoulder
pool_table;table, furniture, sports_equipment;game equipment consisting of a heavy table on which pool is played
pop_(soda);drink;a sweet drink containing carbonated water and flavoring
popcorn;snack, food;small kernels of corn exploded by heat
popsicle;dessert, food;ice cream or water ice on a small wooden stick
porch;;a structure attached to the exterior of a building often forming a covered entrance
porcupine;mammal, animal;relatively large rodents with sharp erectile bristles mingled with the fur
postbox_(public);;public box for deposit of mail
postcard;card;a card for sending messages by post without an envelope
poster;;a sign posted in a public place as an advertisement
pot;kitchen_utensil, kitchenware;metal or earthenware cooking vessel that is usually round and deep- often has a handle and lid
potato;vegetable, food;an edible tuber native to south america
potholder;;an insulated pad for holding hot pots
pottery;;ceramic ware made from clay and baked in a kiln
pouch;luggage_and_bags;a small or medium size container for holding or carrying things
power_plugs_and_wall_sockets;;receptacle providing a place in a wiring system where current can be taken to run electrical devices
power_shovel;;a machine for excavating
pressure_cooker;kitchen_appliance, kitchenware;autoclave for cooking at temperatures above the boiling point of water
pretzel;bread, baked_goods, food, snack;glazed and salted cracker typically in the shape of a loose knot
printer;;a machine that prints
projectile_(weapon);weapon;a weapon that is forcibly thrown or projected at a targets
projector;;an optical instrument that projects an enlarged image onto a screen
propeller;;a mechanical device that rotates to push against air or water
prune;fruit, food;dried plum
pudding;food;plate, dish, tableware, kitchenware
puffer_(fish);fish, animal;fishes whose elongated spiny body can inflate itself with water or air to form a globe
puffin;seabird, bird, animal;seabirds having short necks and brightly colored compressed bills
pug_dog;dog, carnivore, animal, mammal;small compact smooth-coated breed of asiatic origin having a tightly curled tail and broad flat wrinkled muzzle
pumpkin;vegetable, food, squash_(vegetable);usually large pulpy deep-yellow round fruit of the squash family maturing in late summer or early autumn
puncher;;a tool for making holes or indentations
punching_bag;sports_equipment;an inflated ball or bag that is suspended and punched for training in boxing
puppet;;a small figure of a person operated from above with strings by a puppeteer
puppy;dog, carnivore, animal, mammal;a young dog
quesadilla;burrito, food;a tortilla that is filled with cheese and heated
quiche;tart, pie, baked_goods, food;a tart filled with rich unsweetened custard- often contains other ingredients (as cheese or ham or seafood or vegetables)
quilt;;bedding made of two layers of cloth filled with stuffing and stitched together
rabbit;mammal, animal;any of various burrowing animals of the family leporidae having long ears and short tails
raccoon;carnivore, mammal, animal;an omnivorous nocturnal mammal native to north america and central america
race_car;car, motor_vehicle, land_vehicle,vehicle;a fast car that competes in races
racket;sports_equipment;a sports implement used to strike a ball in various games
radar;;measuring instrument in which the echo of a pulse of microwave radiation is used to detect and locate distant objects
radiator;;a mechanism consisting of a metal honeycomb through which hot fluids circulate
radio_receiver;;an electronic receiver that detects and demodulates and amplifies transmitted radio signals
radish;vegetable, food;pungent fleshy edible root
raft;watercraft, vehicle;a flat float (usually made of logs or planks) that can be used for transport or as a platform for swimmers
rag_doll;doll;a cloth doll that is stuffed and (usually) painted
railcar_(part_of_a_train);train, vehicle;a wheeled vehicle adapted to the rails of railroad (mark each individual railcar separately)
raincoat;coat, clothing;a water-resistant coat
ram_(animal);sheep, mammal, animal;uncastrated adult male sheep
raspberry;fruit, food;red or black edible aggregate berries usually smaller than the related blackberries
rat;rodent, mammal, animal;any of various long-tailed rodents similar to but larger than a mouse
ratchet;tool;mechanical device consisting of a toothed wheel or rack engaged with a pawl that permits it to move in only one direction
rays_and_skates;fish, animal;superorder of flat-bodied cartilaginous marine fishes
razorblade;;a blade that has very sharp edge
reamer_(juicer);kitchen_utensil;a squeezer with a conical ridged center that is used for squeezing juice from citrus fruit
rearview_mirror;mirror, reflector;vehicle mirror (side or rearview)
receipt;;an acknowledgment (usually tangible) that payment has been made
recliner;armchair, chair, furniture;an armchair whose back can be lowered and foot can be raised to allow the sitter to recline in it
record_player;;machine in which rotating records cause a stylus to vibrate and the vibrations are amplified acoustically or electronically
red_panda;carnivore, mammal, animal;reddish-brown old world raccoon-like carnivore- in some classifications considered unrelated to the giant pandas
reflector;;device that reflects light, radiation, etc.
refrigerator;home_appliance, kitchen_appliance, kitchenware;a refrigerator in which the coolant is pumped around by an electric motor
remote_control;;a device that can be used to control a machine or apparatus from a distance
reptile;animal;any cold-blooded vertebrate of the class reptilia including tortoises, turtles, snakes, lizards, alligators, crocodiles, and extinct forms
rhinoceros;mammal, animal;massive powerful herbivorous odd-toed ungulate of southeast asia and africa having very thick skin and one or two horns on the snout
rib_(food);food;cut of meat including one or more ribs
rifle;gun, weapon;a shoulder firearm with a long barrel
ring;jewelry, fashion_accessory;jewelry consisting of a circlet of precious metal (often set with jewels) worn on the finger
ring_binder;office_supplies;loose-leaf binder with ring-shaped clasps that can be opened to pass through holes in the paper
river_boat;boat, watercraft, vehicle;a boat used on rivers or to ply a river
road_map;map;(not a road) a map showing roads (for automobile travel)
robe;clothing;any loose flowing garment
rocket;vehicle;a jet engine containing its own propellant and driven by reaction propulsion (pyrokinetic engine used for propulsion- for the incendiary weapon)
rocking_chair;chair, furniture;a chair mounted on rockers
rodent;mammal, animal;relatively small placental mammals having a single pair of constantly growing incisor teeth specialized for gnawing
roller_skates;sports_equipment, footwear;a shoe with pairs of rollers (small hard wheels) fixed to the sole
rollerblade;roller_skates, sports_equipment;an in-line variant of a roller skate
rolling_pin;kitchen_utensil;utensil consisting of a cylinder (usually of wood) with a handle at each end- used to roll out dough
root_beer;drink;carbonated drink containing extracts of roots and herbs
rose;flower, plant;any of many shrubs of the genus rosa that bear roses
router_(computer_equipment);;a device that forwards data packets between computer networks
rubber_band;;a narrow band of elastic rubber used to hold things (such as papers) together
rugby_ball;ball, sports_equipment;inflated oval ball used in playing rugby
ruler;tool;measuring instrument having a sequence of marks at regular intervals
runner_(carpet);;a long narrow carpet
saddle_(on_an_animal);;a seat for the rider of a horse or camel
saddle_blanket;;stable gear consisting of a blanket placed under the saddle
saddlebag;luggage_and_bags;a large bag (or pair of bags) hung over a saddle
safety_pin;pin_(non_jewelry);a pin in the form of a clasp- has a guard so the point of the pin will not stick the user
sail;;a large piece of fabric by means of which wind is used to propel a sailing vessel
salad;food, vegetable;food mixtures either arranged on a plate or tossed and served with a moist dressing- usually consisting of or including greens
salad_plate;plate, dish,tableware,kitchenware;a plate or bowl for individual servings of salad
salami;sausage, food;highly seasoned fatty sausage of pork and beef usually dried
salmon_(fish);fish, animal;any of various large food and game fishes of northern waters
salmon_(food);fish_(food), food;flesh of any of various marine or freshwater fish of the family salmonidae
salsa;condiment, food;spicy sauce of tomatoes and onions and chili peppers to accompany mexican foods
salt_and_pepper_shakers;tableware, kitchenware;a shaker with a perforated top for sprinkling salt
sandal_(type_of_shoe);shoe, footwear;a shoe consisting of a sole fastened by straps to the foot
sandwich;fast_food, food;two (or more) slices of bread with a filling between them
satchel;luggage_and_bags;luggage consisting of a small case with a flat bottom and (usually) a shoulder strap
saucepan;pan_(for_cooking),  kitchen_utensil;a deep pan with a handle- used for stewing or boiling
saucer;dish, tableware, kitchenware;a small shallow dish for holding a cup at the table
sausage;food;highly seasoned minced meat stuffed in casings
sawhorse;;a framework for holding wood that is being sawed
saxophone_(musical_instrument);musical_instrument;a wind instrument with a `j'-shaped form typically made of brass
scale_(measuring_instrument);tool;a measuring instrument for weighing- shows amount of mass
scarecrow;;an effigy in the shape of a man to frighten birds away from seeds
scarf;clothing, fashion_accessory;a garment worn around the head or neck or shoulders for warmth or decoration
school_bus;bus;a bus used to transport children to or from school
scissors;office_supplies, tool;a tool having two crossed pivoting blades with looped handles
scoreboard;signboard;a large board for displaying the score of a contest (and some other information)
scorpion;invertebrate, animal;arachnid of warm dry regions having a long segmented tail ending in a venomous stinger
scraper;tool;any of various hand tools for scraping
screwdriver;tool;a hand tool for driving screws- has a tip that fits into the head of a screw
scrubbing_brush;;a brush with short stiff bristles for heavy cleaning
sculpture;;a three-dimensional work of art
sea_lion;marine_mammal, mammal, animal;any of several large eared seals of the northern pacific related to fur seals but lacking their valuable coat
sea_turtle;turtle, reptile, animal;any of various large turtles with limbs modified into flippers- widely distributed in warm seas
seabird;bird, animal;a bird that frequents coastal waters and the open ocean: gulls- pelicans- gannets- cormorants- albatrosses- petrels- etc.
seafood;fish_(food), food;edible fish (broadly including freshwater fish) or shellfish or roe etc
seahorse;fish, animal;small fish with horse-like heads bent sharply downward and curled tails
seaplane;airplane, aircraft, vehicle;an airplane that can land on or take off from water
seashell;animal;the shell of a marine organism
seat_belt;auto_part;a safety belt used in a car or plane to hold you in your seat in case of an accident
segway;land_vehicle, vehicle;(trademark) a self-balancing personal transportation device with two wheels- can operate in any level pedestrian environment (battery-powered electric vehicle)
sewing_machine;home_appliance;a textile machine used as a home appliance for sewing
shaker;container;a container in which something can be shaken
shampoo;cleansing_agent;cleansing agent consisting of soaps or detergents used for washing the hair
shark;fish, animal;typically large carnivorous fishes with sharpe teeth
sharpener;tool;any implement that is used to make something (an edge or a point) sharper
sharpie;pen;a pen with indelible ink that will write on any surface
shaver_(electric);;a razor powered by an electric motor
shaving_cream;;toiletry consisting that forms a rich lather for softening the beard before shaving
shawl;cloak, clothing;cloak consisting of an oblong piece of cloth used to cover the head and shoulders
shears;scissors;large scissors with strong blades
sheep;mammal, animal;woolly usually horned ruminant mammal related to the goat
shelf;furniture;a support that consists of a horizontal surface for holding objects
shellfish;seafood, food, marine_invertebrates, invertebrate,animal;meat of edible aquatic invertebrate with a shell (especially a mollusk or crustacean)
shepherd_dog;dog, carnivore, animal, mammal;any of various usually long-haired breeds of dog reared to herd and guard sheep
sherbert;dessert, food;a frozen dessert made primarily of fruit juice and sugar
shield;armor;armor carried on the arm to intercept blows
shirt;clothing;a garment worn on the upper half of the body
shoe;footwear;common footwear covering the foot
shopping_bag;luggage_and_bags, container;a bag made of plastic or strong paper (often with handles)- used to transport goods after shopping
shopping_cart;handcart, land_vehicle, vehicle;a handcart that holds groceries or other goods while shopping
short_pants;trousers, clothing;trousers that end at or above the knee
shot_glass;glass_(drink_container);a small glass adequate to hold a single swallow of whiskey
shotgun;gun, weapon;firearm that is a double-barreled smoothbore shoulder weapon for firing shot at short ranges
shoulder_bag;handbag, luggage_and_bags;a large handbag that can be carried by a strap looped over the shoulder
shovel;;a hand tool for lifting loose material such as snow, dirt, etc.
shower;plumbing_fixture;a plumbing fixture that sprays water over you
shower_cap;cap_(hat), hat, fashion_accessory;a tight cap worn to keep hair dry while showering
shower_curtain;curtain;a curtain that keeps water from splashing out of the shower area
shredder_(for_paper);office_supplies;a device that shreds documents
shrimp;seafood, food, shellfish, marine_invertebrates, invertebrate, animal;any of various edible decapod crustaceans
signboard;;structure displaying a board on which advertisements can be posted
silo;tower, building;a cylindrical tower used for storing goods
sink;plumbing_fixture;plumbing fixture consisting of a water basin fixed to a wall or floor and having a drainpipe
skateboard;roller_skates, sports_equipment,land_vehicle, vehicle;a board with wheels that is ridden in a standing or crouching position and propelled by foot
skewer;pin_(non_jewelry);a long pin for holding meat in position while it is being roasted
ski;sports_equipment;sports equipment for skiing on snow
ski_boot;footwear;a stiff boot that is fastened to a ski with a ski binding
ski_parka;parka, jacket, coat, clothing;a parka to be worn while skiing
ski_pole;pole;a pole with metal points used as an aid in skiing
skirt;clothing;a garment hanging from the waist- worn mainly by girls and women
skull;;the bony skeleton of the head of vertebrates
skullcap;cap_(hat), hat, fashion_accessory,clothing;rounded brimless cap fitting the crown of the head
skunk;mammal, animal;american musteline mammal typically ejecting an intensely malodorous fluid when startled- in some classifications put in a separate subfamily mephitinae
skyscraper;building;a very tall building with many stories
sled;vehicle;a vehicle or flat object for transportation over snow by sliding or pulled by dogs, etc.
sleeping_bag;;large padded bag designed to be slept in outdoors
slide;;sloping channel through which things can descend
sling_(bandage);bandage;bandage to support an injured forearm- slung over the shoulder or neck
slipper_(footwear);footwear;low footwear that can be slipped on and off easily- usually worn indoors
slow_cooker;pot, kitchen_appliance, kitchenware;electrical cooking appliance used to prepare food by simmering for several hours, mostly unattended
smoothie;drink;a thick smooth drink consisting of fresh fruit pureed with ice cream or yoghurt or milk
snack;food;a light informal meal
snail;food, invertebrate, animal;edible snail usually served in the shell with a sauce of melted butter and garlic
snake;animal, reptile;limbless scaly elongate reptile- some are venomous
snowboard;sports_equipment;a board that resembles a broad ski or a small surfboard- used in a standing position to slide down snow-covered slopes
snowman;;a figure of a person made of packed snow
snowmobile;motor_vehicle, land_vehicle, vehicle;tracked vehicle for travel on snow having skis in front
snowplow;motor_vehicle, land_vehicle,vehicle;a vehicle used to push snow from roads
soap;cleansing_agent;a cleansing agent made from the salts of vegetable or animal fats
soap_dispenser;bathroom_accessory;dispenser of liquid soap
soccer_ball;ball, sports_equipment;an inflated ball used in playing soccer (called `football' outside of the united states)
sock;clothing, fashion_accessory;cloth covering for the foot- worn inside the shoe- reaches to between the ankle and the knee
sofa_bed;couch, furniture;a sofa that can be converted into a bed
softball;ball, sports_equipment;ball used in playing softball
solar_array;;electrical device consisting of a large array of connected solar cells
sombrero;hat, clothing, fashion_accessory;a straw hat with a tall crown and broad brim- worn in american southwest and in mexico
soup;food;liquid food especially of meat or fish or vegetable stock often containing pieces of solid food
soup_bowl;bowl, dish,  tableware,kitchenware;a bowl for serving soup
soupspoon;spoon,  tableware,kitchenware;a spoon with a rounded bowl for eating soup
sour_cream;food;soured light cream
soya_milk;drink, food;a milk substitute containing soybean flour and water- used in some infant formulas and in making tofu
space_shuttle;vehicle;a reusable spacecraft with wings for a controlled descent through the earth's atmosphere
sparkler_(fireworks);;a firework that burns slowly and throws out a shower of sparks
sparrow_(bird);bird, animal;any of several small dull-colored singing birds feeding on seeds or insects (family of songbirds)
spatula;kitchen_utensil, kitchenware, tool;a hand tool with a thin flexible blade used to mix or spread soft substances
speaker_(stero_equipment);;electronic device that produces sound often as part of a stereo system
spear;weapon;a long pointed rod used as a tool or weapon
spice_rack;kitchenware;a rack for displaying containers filled with spices
spider;invertebrate, animal;predatory arachnid with eight legs, two poison fangs, two feelers, and usually two silk-spinning organs at the back end of the body
sponge;;a porous mass usable to absorb water typically used for cleaning
spoon; tableware, kitchen_utensil, kitchenware, tool;a piece of cutlery with a shallow bowl-shaped container and a handle
sports_equipment;;equipment needed to participate in a particular sport
sports_uniform;clothing;regulation clothing worn by sports teams and athletes
sportswear;clothing;attire worn for sport or for casual wear
spotlight;;a lamp that produces a strong beam of light to illuminate a restricted area- used to focus attention of a stage performer
squash_(vegetable);vegetable, food;any of numerous annual trailing plants of the genus cucurbita grown for their fleshy edible fruits
squid;seafood, food, marine_invertebrates, invertebrate, animal;(italian cuisine) squid prepared as food
squirrel;rodent, mammal, animal;a kind of arboreal rodent having a long bushy tail
stagecoach;horse_carriage,  vehicle;a large coach-and-four formerly used to carry passengers and mail on regular routes between towns
stairs;;a flight of stairs or a flight of steps (construction designed to bridge a large vertical distance by dividing it into steps)
stapler;office_supplies;a machine that inserts staples into sheets of paper in order to fasten them together
starfish;invertebrate, animal, marine_invertebrates;echinoderms characterized by five arms extending from a central disk
stationary_bicycle;sports_equipment;device with saddle, pedals, and some form of handlebars arranged as on a bicycle, but used as exercise equipment rather than transportation.
statue_(sculpture);sculpture;a sculpture representing a human or animal
steak_(food);food;a slice of meat cut from the fleshy part of an animal or large fish
steak_knife;kitchen_knife, knife, tableware,kitchen_utensil, kitchenware;a sharp table knife used in eating steak
steering_wheel;control;a handwheel that is used for steering
step_stool;stool, furniture;a stool that has one or two steps that fold under the seat
stepladder;ladder, tool;a folding portable ladder hinged at the top
stereo_(sound_system);;electronic device for playing audio
stethoscope;medical_equipment;a medical instrument for listening to the sounds generated inside the body
stew;food;food prepared by stewing especially meat or fish with vegetables
stirrer;;an implement used for stirring
stirrup;;support consisting of metal loops into which rider's feet go
stool;furniture;a simple seat without a back or arms
stop_sign;traffic_sign;a traffic sign to notify drivers that they must come to a complete stop
stove;kitchen_appliance, home_appliance,kitchenware;a kitchen appliance used for cooking food
strainer;;a filter to retain larger pieces while smaller pieces and liquids pass through
strap;;an elongated strip of material for binding things together or holding
strawberry;fruit, food;sweet fleshy red fruit
street_light;;a lamp supported on a lamppost- for illuminating a street
street_sign;;a sign visible from the street
stretcher;medical_equipment;a litter for transporting people who are ill or wounded or dead- usually consists of a sheet of canvas stretched between two poles
string_cheese;cheese, dairy, food;cheese formed in long strings twisted together
studio_couch;bed, furniture;convertible consisting of an upholstered couch that can be converted into a double bed (extended seat used for lounging)
stylus;pen;a pointed tool for writing or drawing or engraving, including pens
submarine;watercraft, vehicle;a submersible warship usually armed with torpedoes
submarine_sandwich;sandwich,fast_food, food;a large sandwich made of a long crusty roll split lengthwise and filled with meats and cheese (and tomato and onion and lettuce and condiments)- different names are used in different sections of the united states
subwoofer;speaker_(stero_equipment);a loudspeaker that is designed to reproduce very low bass frequencies
sugar_bowl;dish,  tableware,kitchenware;a dish in which sugar is served
sugarcane_(plant);plant;juicy canes whose sap is a source of molasses and commercial sugar- fresh canes are sometimes chewed for the juice
suit_(clothing);clothing;a set of garments (usually including a jacket and trousers or skirt) for outerwear all of the same fabric and color
suitcase;luggage_and_bags;cases used to carry belongings when traveling
sun_hat;hat, clothing, fashion_accessory;a hat with a broad brim that protects the face from direct exposure to the sun
sunflower;plant, flower;any plant of the genus helianthus having large flower heads with dark disk florets and showy yellow rays
sunglasses;glasses, fashion_accessory;spectacles that are darkened or polarized to protect the eyes from the glare of the sun
surfboard;sports_equipment;a narrow buoyant board for riding surf
sushi;food;rice (with raw fish) wrapped in seaweed
suspenders;fashion_accessory;elastic straps that hold trousers up (usually used in the plural)
swan;bird, animal;stately heavy-bodied aquatic bird with very long neck and usually white plumage as adult
sweat_pants;trousers, clothing;loose-fitting trousers with elastic cuffs- worn by athletes
sweatband;;a band of material tied around the forehead or wrist to absorb sweat
sweater;clothing;a crocheted or knitted garment covering the upper part of the body
sweatshirt;sweater, clothing;cotton knit pullover with long sleeves worn during athletic activity
sweet_potato;vegetable, food;the edible tuberous root of the sweet potato vine
swim_cap;cap_(hat), hat, fashion_accessory;cap worn while swimming or bathing
swimming_pool;;pool that provides a facility for swimming
swimsuit;clothing;garment worn for swimming
sword;weapon;a cutting or thrusting weapon that has a long metal blade
syringe;medical_equipment;a medical instrument used to inject or withdraw fluids
tabasco_sauce;hot_sauce, condiment, food;very spicy sauce (trade name tabasco) made from fully-aged red peppers
table;furniture;a piece of furniture having a smooth flat top that is usually supported by one or more vertical legs
table_lamp;lamp, furniture;a lamp that sits on a table
table_tennis_racket;racket, sports_equipment;sports equipment
table_tennis_table;table, furniture;a table used for playing table tennis
tablecloth;tableware;a covering spread over a dining table
tablet_computer;;mobile computer with integrated display, circuitry and battery
tableware;kitchenware;items used for setting a table and serving food
tachometer;;measuring instrument for indicating speed of rotation
taco;fast_food, food;a small tortilla cupped around a filling
tag;;a label associated with something for the purpose of identification or information
taillight;;lamp (usually red) mounted at the rear of a motor vehicle
tambourine_(musical_instrument);drum_(musical_instrument), musical_instrument;a shallow drum with a single drumhead and with metallic disks in the sides
tank;motor_vehicle, land_vehicle, vehicle, weapon;an enclosed armored military vehicle- has a cannon and moves on caterpillar treads (armoured fighting vehicle intended as a primary offensive weapon in front-line ground combat)
tank_(storage_vessel);container;a large (usually metallic) vessel for holding gases or liquids
tank_top_(clothing);shirt, clothing;a tight-fitting sleeveless shirt with wide shoulder straps and low neck and no front opening
tape_(sticky_cloth_or_paper);;a long thin piece of cloth or paper as used for binding or fastening
tape_measure;;measuring instrument consisting of a narrow strip (cloth or metal) marked in inches or centimeters and used for measuring lengths
tapestry;;a heavy textile with a woven design- used for curtains and upholstery
tarp;;waterproofed canvas
tart;baked_goods, food;baked dessert dish, a filled pastry base with an open top not covered with pastry
tartan;;a cloth having a crisscross design
tassel;;adornment consisting of a bunch of cords fastened at one end
taxi;car, motor_vehicle, land_vehicle,vehicle;a car that takes passengers where they want to go in exchange for money
tea;drink;drink made from infusing boiling water with the leaves of the tea plant
tea_bag;tea, drink;a measured amount of tea in a bag for an individual serving of tea
teacup;cup,  tableware, kitchenware;a cup from which tea is drunk
teakettle;kettle, kitchen_utensil, kitchenware;kettle for boiling water to make tea
teapot;kitchen_utensil,  tableware, kitchenware;pot for brewing tea- usually has a spout and handle
teddy_bear;toy;plaything consisting of a child's toy bear (usually plush and stuffed with soft materials)
telephone;;electronic device for communicating by voice over long distances (includes wired and wireless/cell phones)
telephone_booth;;booth for using a telephone
telephone_pole;;tall pole supporting telephone wires
telephoto_lens;camera_lens;a camera lens that magnifies the image
television;;an electronic device that receives television signals and displays them on a screen
television_camera;;television equipment for capturing and recording video
tennis_ball;ball, sports_equipment;ball about the size of a fist used in playing tennis
